idap_line,alarm_name,alarm_def_id,what_fixed_it,classification,derived_tier,occurrence_count,total_downtime_mins,avg_downtime_mins,distinct_days_affected,first_occurrence,last_occurrence,maximo_cm_count,top_assetnum,top_asset_location,top_failure_code,top_failure_code_desc,sample_wo_descriptions,frequency_tier,last_wo_date,days_since_last_wo,last_wonum,last_wo_description,last_wo_worktype,last_wo_assetnum,last_wo_asset_location,last_wo_failurecode,work_performed,root_cause
A2,A2 Zone 2 Paused,7786,null,null,TIER 2 - Critical Active,45991,81271.8,1.8,332,2025-07-08 17:28:11,2026-07-08 15:30:58,1187,K323502,IC0150A2AMODULEA,ASSY,Assembly Equipment,A1 CARTON SKEW | A1 GLUE FACEPLATE REPLACMENT | A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M,CRITICAL - Daily or more,2026-07-08T04:50:00.000Z,0,28126550,A2 LVC REJECTING FOR LINE 1 AND LINE 2,CM,K372068,IC0150A2LVC,PACK0010,null,null
A5,C06 F028 FlipLdPnp Y Srv Move Err A064692,1600,null,null,TIER 4 - Low / Monitor,5,5.3,1.1,5,2025-08-05 03:27:18,2026-03-14 22:46:28,9,K407081,IC0150A5BMODULEB,ASSY,Assembly Equipment,A5 CARTON STACKER JAMS | A5 MODULE B ST 285 VISION SYSTEM CARTRIDGE BASE INSPECTION / EXCESSIVE CBI 4 FAILS (D869316A) | A5 PALLETIZER MAIN MACHINE / ASSIST TCS WITH PIVS (D869316A),LOW - Less than weekly,2025-11-04T12:12:23.000Z,246,26581134,A5 PEN ASSEMBLY MAIN MACHINE/ CBI NEST 3 CONSECUTIVE FAIL FOR LIGHT/ D817176A,CM,K407081,IC0150A5BMODULEB,ASSY,"  CLEANED LIGHT GUIDE, LENS AND ADJUSTED FOCUS APERTURE. ",NOT KNOWN. 
A5,C03 F03 G3D Y Srvo Pos Otrvl Chass D8 ,7272,null,null,TIER 4 - Low / Monitor,1,5.3,5.3,1,2026-01-04 23:32:52,2026-01-04 23:32:52,0,null,null,null,null,null,LOW - Less than weekly,null,null,null,null,null,null,null,null,null,null
A5,C06 F04 Flip Ld Pnp Slide 3 Ovld,7283,null,null,TIER 4 - Low / Monitor,9,5.3,0.6,8,2025-11-10 02:56:04,2026-07-02 15:33:21,12,K407156,IC0150A5CMODULEC,PACK,Packaging Equipment,A5 - Main Machine - CBI 1 Fails | A5 CAP FEEDER 2 TRACK 3 SENSOR NOT WORKING | A5 CARTON STACKER NOT STACKING CARTON CORRECTLY,LOW - Less than weekly,2026-07-02T17:30:00.000Z,6,28096191,A5 Labeler Crash,CM,K407156,IC0150A5CMODULEC,ROTA0017,Removed flag pen from trunnion. Cleaned the registration sensor and replaced the bent trunnion shaft and retaining pin.,Label got stuck in the registration sensor then during starting back up label got flagged on a pen and stuck to the trunnion which caused the crash. 
A1,Reconciler Rewind Runaway,202,[25976777] A1 DSSA FALLING OFF IN SPOT CURE  D777913P (CM | IC0150A1B310UVSPOTCUR | ASSY),PRESCRIPTIVE,RESOLVED,4,5.2,1.3,3,2025-07-22 20:31:28,2025-07-24 03:25:30,2,K291063,IC0150A1B310UVSPOTCUR,ASSY,Assembly Equipment,A1 DSSA FALLING OFF IN SPOT CURE  D777913P | A1 LABELER WEB CLEAR,LOW - Less than weekly,2025-07-24T05:44:19.000Z,349,25976777,A1 DSSA FALLING OFF IN SPOT CURE  D777913P,CM,K291063,IC0150A1B310UVSPOTCUR,ASSY,null,null
A2,C19F53 Adh App Vfy Rmve Test Mstr,871,null,null,TIER 4 - Low / Monitor,3,5.2,1.7,2,2025-08-19 08:24:31,2026-06-08 05:41:32,0,null,null,null,null,null,LOW - Less than weekly,null,null,null,null,null,null,null,null,null,null
A5,C19 F052 Adh App Vfy Insrt Test Mstr (Chass D7) A064702,1357,[27160413] A5 ADJUSTMENT ON DOMINO LASER (CM | IC0150A5EMODULEE | PACK),PRESCRIPTIVE,RESOLVED,3,5.2,1.7,2,2025-10-04 14:20:25,2026-02-09 21:09:57,2,K407150,IC0150A5CELECTRICAL1,ELEC,Electrical Equipment,A5 ADJUSTMENT ON DOMINO LASER | A5 LABELER SKEW ADJUSTMENTS D840308M,LOW - Less than weekly,2026-02-09T23:59:48.000Z,149,27160413,A5 ADJUSTMENT ON DOMINO LASER,CM,K407186,IC0150A5EMODULEE,PACK,MADE ADJUSTMENT TO THE PRINT,UNKNOWN
A5,C16 F063 Ld Cap Vfy Part Pres Sens Fail A064697-503,1436,null,null,TIER 4 - Low / Monitor,10,5.1,0.5,10,2025-07-19 12:20:33,2026-04-17 06:15:00,11,K407084,IC0150A5BKOBER1,PACK,Packaging Equipment,A5 - Main Machine - DSSA Upstream Corner Conveyor Faults | A5 CASE PACKER MAIN MACHINE / LABEL TAMPER IS STRIKING LABELER (D816037A) | A5 FABRICATE RIBBON REWIND STAND,LOW - Less than weekly,2026-03-21T02:03:49.000Z,109,27422268,A5 HIGH REJECT FOR CAMERA 1,CM,K407146,IC0150A5CCAMERA01,VISN,ADJUST PRINT BLOB REGION SMALLER TO PUT ENTIRE SEARCH ON THE ABLATION AREA,:
A1,C10F55 Cart Ld SafetyMat Trip,501,null,null,TIER 4 - Low / Monitor,2,5.0,2.5,1,2025-08-21 08:25:48,2025-08-21 08:26:08,1,K291060,IC0150A1B280LOADCART,ASSY,Assembly Equipment,A1 G2D NOT PICKING CARTS D822837J,LOW - Less than weekly,2025-08-21T04:53:27.000Z,321,26158054,A1 G2D NOT PICKING CARTS D822837J,CM,K291060,IC0150A1B280LOADCART,ASSY,null,null
A1,C5F22 DSSA Ld SafetyMat Ok,668,"[26318377] A1, DSSA Loader -- 2D bank 3 overloads (D847820A) (CM | IC0150A1A210DSSAFLIPLOAD | ASSY)",PRESCRIPTIVE,RESOLVED,4,5.0,1.2,3,2025-09-01 13:08:17,2025-09-18 13:52:18,7,K323882,IC0150A1LIFTOFLEXA1,PACK,Packaging Equipment,A1 - Cartoner - Pushers Caused by Lit | A1 - Cartoner - Robot Broken Robot Vaccum | A1 - Main Machine - Cap Feeder C11 Home Sequence Fault,LOW - Less than weekly,2025-09-18T15:45:05.000Z,293,26318377,"A1, DSSA Loader -- 2D bank 3 overloads (D847820A)",CM,K291053,IC0150A1A210DSSAFLIPLOAD,ASSY,null,null
A2,C10F19 Chass Motion Err,918,null,null,TIER 4 - Low / Monitor,7,5.0,0.7,7,2025-10-09 10:30:29,2026-06-26 20:12:20,5,K323502,IC0150A2AMODULEA,ASSY,Assembly Equipment,A2 - Main Machine - Flip Transfer Air Leak | A2 LIT FEEDER 2 NOT RE-PHASING D869634F | A2 MODULE A DSSA TRAY FEED MAIN MACHINE / SHOTPIN ALARMS (D869634F),LOW - Less than weekly,2026-04-26T14:41:26.000Z,73,27631989,"A2, LVC SYSTEM / VISION FAILS (D955326C)",CM,K372068,IC0150A2LVC,PACK0010,SYSTECH VISION ADJUSTMENT PER 8044-TOOL-03,OUT OF ADJUSTMENT
A5,C19 F048 Adh App Xfer Insrt Adh Catch Tool (Chass D7) A064702,1440,null,null,TIER 4 - Low / Monitor,7,4.9,0.7,7,2025-07-10 05:35:33,2026-06-09 05:36:53,19,K407081,IC0150A5BMODULEB,ASSY,Assembly Equipment,A5 - Labeler - Firing Position | A5 ADHESIVE VALVE 1 NOT SPRAYING PROPERLY | A5 CAP LOAD VERIFY D834513J,LOW - Less than weekly,2026-06-09T08:31:03.000Z,29,27155863,"A5, Glue Faceplate Swap",PM,K407105,IC0150A5B270GLUEDISPCK,ASSY,null,null
A5,C06 F049 Flip Pnp Grip Empty Sensor Failure A064692,1611,null,null,TIER 4 - Low / Monitor,6,4.9,0.8,3,2025-11-08 15:04:42,2026-03-14 07:26:25,0,null,null,null,null,null,LOW - Less than weekly,null,null,null,null,null,null,null,null,null,null
A1,C27F13  Invalid Part Tracking Record,521,null,null,TIER 4 - Low / Monitor,14,4.8,0.3,6,2025-07-29 19:34:51,2026-02-11 20:31:55,11,K291175,IC0150A1EMODULEE,PACK,Packaging Equipment,A1 - Labeler - Firing Position | A1 CARTON NO READ SENSOR ISSUE | A1 CARTON SKEW,LOW - Less than weekly,2025-12-26T23:16:49.000Z,194,26859699,A1 ROBOT UNABLE TO RE-HOME D822140AD,CM,K291161,IC0150A1DROBOT,ASSY,null,null
A5,SEV4 fault locking guard pallet place 2 not in position (510-B2),2744,null,null,TIER 4 - Low / Monitor,3,4.8,1.6,2,2026-01-24 04:44:58,2026-06-10 05:48:12,1,K407224,IC0150A5EPRODCONV,ROTA0017,"Conveyor, Belt",A5 PRODUCT CHAIN AND PUSHER ARMS OUT OF ALIGNMENT,LOW - Less than weekly,2026-01-24T05:03:13.000Z,165,27034899,A5 PRODUCT CHAIN AND PUSHER ARMS OUT OF ALIGNMENT,CM,K407224,IC0150A5EPRODCONV,ROTA0017,LINED UP PRODUCT CHAIN AND PUSHER ARMS,LIT STUCK IN PUSHER ARM
A1,C7F33 DSSA Ld G2D To G3D Dist Violation,666,"[26316218] A1, DSSA Loader -- shot pin alarms, 2D bank 1 nest 2 dropping DSSA's (D847820A) (CM | IC0150A1A210DSSAFLIPLOAD | ASSY)",PRESCRIPTIVE,RESOLVED,10,4.7,0.5,3,2025-07-19 03:43:27,2025-09-18 07:22:00,8,K291175,IC0150A1EMODULEE,ASSY,Assembly Equipment,A1 DSSA G2D G3D DISTANCE VIOLATION FAULTS D835497A | A1 DSSA LOADER CRASHED | A1 DSSA OVERLOADS,LOW - Less than weekly,2025-09-18T08:48:32.000Z,293,26316218,"A1, DSSA Loader -- shot pin alarms, 2D bank 1 nest 2 dropping DSSA's (D847820A)",CM,K291053,IC0150A1A210DSSAFLIPLOAD,ASSY,null,null
A2,C17F43 Cap Fdr 2 Trk 3 Part Delvry Stpper Sens Fail,971,null,null,TIER 4 - Low / Monitor,9,4.7,0.5,3,2026-03-09 12:20:51,2026-04-23 20:18:34,5,K323659,IC0150A2BKOBER2,PACK0002,Cap Feeder,A2 CAP FEEDER 1 FIBER OPTIC REPAIR | A2 CAP FEEDER 2 NOT FEEDING CAPS | A2 MODULE B ST 300 VERIFY DSSA FLIP/TRANSFER / MISPICKING FROM FLIP (D869541D),LOW - Less than weekly,2026-04-23T16:52:00.000Z,76,27623606,A2 CAP FEEDER 2 NOT FEEDING CAPS,CM,K323659,IC0150A2BKOBER2,PACK0002,:,CAPFEEDER OUT OF SEQUENCE
A2,C18F23 Verfiy Cap Seat MagnaScale 6 Fail,1038,[27558160] A2 PUCK ACCUMULATOR TABLE PUCKS JAMMING AT OUTFEED (CM | IC0150A2EMPTYPUCKACC | ASSY),PRESCRIPTIVE,RESOLVED,9,4.7,0.5,9,2025-07-15 17:53:48,2026-04-09 22:34:07,11,K323612,IC0150A2BKOBER1,ASSY,Assembly Equipment,A2 CRASHES AT LABELER | A2 LABELER PRODUCT DOWN FAULTS | A2 LIT FEEDER 2 NOT RE-PHASING D869634F,LOW - Less than weekly,2026-04-10T01:38:46.000Z,89,27558160,A2 PUCK ACCUMULATOR TABLE PUCKS JAMMING AT OUTFEED,CM,K323832,IC0150A2EMPTYPUCKACC,ASSY,MADE ADJUSTMENT TO DELLRON DIVERTER FOR EXIT ON EMPTY PUCK TABLE.,:
A5,SEV4 Consec error no match code reading insert 1 top side,2661,[27418688] A5 LABEL SKEW REJECTS D828832A (CM | IC0150A5CELECTRICAL1 | ELEC),PRESCRIPTIVE,RESOLVED,4,4.7,1.2,2,2026-03-05 10:10:36,2026-03-19 19:26:15,2,K407474,IC0150A5EQOB,ELEC,Electrical Equipment,A5 LABEL SKEW REJECTS D828832A | A5 QOB false ejects D923755H,LOW - Less than weekly,2026-03-19T22:07:17.000Z,111,27418688,A5 LABEL SKEW REJECTS D828832A,CM,K407150,IC0150A5CELECTRICAL1,ELEC,"CLEANED ROLLERS ON LABELER, CLEANED TRUNNION ROLLERS, ADJUSTED WEB GUIDE ACCORDINGLY AT PEEL PLATE",UNKNOWN
A5,C10 F02 Chass Final Cure Cnv Drv Err,7221,null,null,TIER 4 - Low / Monitor,3,4.7,1.6,1,2025-07-10 22:10:07,2025-07-10 22:14:40,2,K407181,IC0150A5DROBOT,PACK,Packaging Equipment,A% final cure belt motor and gear box D743385A | A5 ROBOT WONT INITIAL FILL D743385A,LOW - Less than weekly,2025-07-10T20:51:04.000Z,363,25925428,A% final cure belt motor and gear box D743385A,CM,K407157,IC0150A5CONVEYORS,ROTA0017,VERIFIFED SPEED OF THE CONVEYOR WAS 8.2 ,WEAR AND TEAR
A1,Base AC Drive Fault,199,null,null,TIER 4 - Low / Monitor,4,4.6,1.1,3,2025-08-05 02:14:04,2025-12-16 13:35:10,2,K291069,IC0150A1CMODULEC,ASSY,Assembly Equipment,A1 DSSA G3D AUTO SEQUENCE FAIL D869688A | REMOVE A1 VACUUM PUMP TO USE ON A2,LOW - Less than weekly,2025-11-23T05:10:39.000Z,227,26676321,A1 DSSA G3D AUTO SEQUENCE FAIL D869688A,CM,K291052,IC0150A1AMODULEA,ASSY,null,null
A2,C27F29 Puck Conv Feed Scrw Nxt Puck 6 Sens Fail,796,null,null,TIER 4 - Low / Monitor,3,4.6,1.5,2,2025-07-20 01:19:26,2026-05-27 05:11:02,2,K323833,IC0150A2FIFOPUCKACC1,ASSY,Assembly Equipment,A2 ACCUMMULATION TABLE JAMS D829576A | A2 CAP VERIFY FUALTS D829576A,LOW - Less than weekly,2025-07-20T04:23:34.000Z,353,25959760,A2 ACCUMMULATION TABLE JAMS D829576A,CM,K323833,IC0150A2FIFOPUCKACC1,ASSY,MADE MINOR ADJUSTMENTS TO TABLE,UNKNOWN
A5,C11 F021 DSSA Vfy Ld Cnsc Fail 3 A064709-506,1278,[27628783] A5 PALLERIZER CAMERA FAULTS  D928888A (CM | IC0150A5ICAMERA | VISN),PRESCRIPTIVE,RESOLVED,11,4.6,0.4,6,2025-10-04 01:42:02,2026-04-24 23:13:12,15,K407156,IC0150A5CMODULEC,ROTA0017,"Conveyor, Belt",A5 - DSSA Loader - G2D/Flip Transfer Issues | A5 CAMERA 2 FAILING FOR PLUS | A5 CAP LOAD VERIFY D834513J,LOW - Less than weekly,2026-04-24T23:16:36.000Z,75,27628783,A5 PALLERIZER CAMERA FAULTS  D928888A,CM,K407174,IC0150A5ICAMERA,VISN,ADJUSTD THE CAMERA BACK INTO THE PROPER POSITION AND ESCALATED TO ETs TO ASSIST CRITICALS AND TCS FOR POSITION ,CANERA WAS BUMPED OUT OF POSTION 
A5,C21 F033 Flip Xfer DSSA Place Arm Ovld 5 Consec Fail A064704-503F,1413,[26956128] A5 PUSHER SAFETY FAULTS D852713L (CM | IC0150A5EMODULEE | PACK),PRESCRIPTIVE,RESOLVED,6,4.6,0.8,5,2025-07-31 10:30:38,2026-01-09 04:43:44,9,K338768,IC0150A5PALLETBANDER,PACK,Packaging Equipment,A5 CAP FEEDER 1 CAP JAMS | A5 CAP FEEDER 1 JAMS IN TRACK 3 D836826A | A5 CARTONER MAIN MACHINE / EXCESSIVE LVC FAILS (D835499G),LOW - Less than weekly,2026-01-09T05:29:17.000Z,180,26956128,A5 PUSHER SAFETY FAULTS D852713L,CM,K407186,IC0150A5EMODULEE,PACK,ADJUSTED HEIGHT OF DRIVE BELT ACCORDINGLY TO ACCOMODATE THIKNESS OF LIT TO PLACE PROPERLY,UNKNOWN
A1,C10F135 Chass Zone Grd Cart Ld Rght Lck,553,null,null,TIER 4 - Low / Monitor,18,4.5,0.3,11,2025-07-22 13:46:53,2026-06-20 06:05:06,15,K291175,IC0150A1EMODULEE,ASSY,Assembly Equipment,A1 CART LOAD LIFT PINS STUCK D982466A | A1 CARTON NO READ SENSOR ISSUE | A1 CARTONER GLUE ON RAILS,LOW - Less than weekly,2026-06-20T07:18:39.000Z,18,28015485,A1 MODULE B CARTRIDGE LOADING -- 3D RF overload and advance alarms (D982466A),CM,K291060,IC0150A1B280LOADCART,ASSY,null,null
A5,C28 F022 NCID Vision Insp No Read Cnsc Fail 6 A067350-501,1211,null,null,TIER 4 - Low / Monitor,14,4.5,0.3,8,2026-03-10 17:04:17,2026-05-27 10:48:34,5,K407311,IC0150A5B295VISNCID,ASSY,Assembly Equipment,A5 MODULE B CAP/CARTRIDGE HOLD FEED 1 -- upper track 1 not rotating (D877871A) | A5 MODULE B STATION 295 VISION SYSTEM NUDE CARTRIDGE IDENTIFICATION / HIGH EJECT RATE (D877869A) | A5 MODULE B STATION 295 VISION SYSTEM NUDE CARTRIDGE IDENTIFICATION /AUTO SEQUENCE FAILS (D932466A),LOW - Less than weekly,2026-05-27T07:56:57.000Z,42,27828411,A5 MODULE B STATION 295 VISION SYSTEM NUDE CARTRIDGE IDENTIFICATION /AUTO SEQUENCE FAILS (D932466A),CM,K407311,IC0150A5B295VISNCID,VISN,POWER CYCLED CAMERA,UNKNOWN
A5,C10 F156 Chass Conv Chass Exit No Pall Sens Fail A064707-504B,1427,null,null,TIER 4 - Low / Monitor,18,4.5,0.2,18,2025-09-17 17:50:09,2026-06-13 17:23:37,20,K407181,IC0150A5DROBOT,ASSY,Assembly Equipment,A5 BUFFER TABLE MOTORS | A5 CART LIFT | A5 CARTON EDGE SENSOR ALARM,LOW - Less than weekly,2026-05-27T07:56:57.000Z,42,27828411,A5 MODULE B STATION 295 VISION SYSTEM NUDE CARTRIDGE IDENTIFICATION /AUTO SEQUENCE FAILS (D932466A),CM,K407311,IC0150A5B295VISNCID,VISN,POWER CYCLED CAMERA,UNKNOWN
A5,C04 F009 Crwdr Nest 5R Part Pres Flt (Chass D8) A064701-507K,1548,null,null,TIER 4 - Low / Monitor,5,4.5,0.9,4,2025-09-11 23:10:57,2026-01-27 05:11:19,5,K407150,IC0150A5CELECTRICAL1,ASSY,Assembly Equipment,A5 C22 SPOT CURE ALARM | A5 CELL 21 DSSA PARTS SENSOR FAIL 	 D799173C | A5 CHECK WEIGHER UNABLE TO RUN D799173C,LOW - Less than weekly,2025-10-30T16:45:38.000Z,251,26521340,A5 MODULE E LIT FEEDER 1 CARTONER/ LIT NOT PLACING CORRECTLY/ D873704C,CM,K407231,IC0150A5EFEEDER1,PACK,ADJUSTED THE OVERHEAD LIT PLACEMENT. ,OVERHEAD OUT OF ADJUSTMENT. 
A1,C04 F044 Cart Ld G2D Ovld Slide 1Adv,7417,null,null,TIER 4 - Low / Monitor,2,4.4,2.2,2,2025-10-16 06:56:24,2026-06-15 06:19:15,0,null,null,null,null,null,LOW - Less than weekly,null,null,null,null,null,null,null,null,null,null
A2,C10F142 Cart Pse Puck Infeed Complete,716,null,null,TIER 4 - Low / Monitor,17,4.4,0.3,12,2025-07-15 18:06:36,2026-06-25 07:59:47,13,K323509,IC0150A2HMODULEH,PACK,Packaging Equipment,A2 - Labeler - VIsion Adjustment | A2 - Robot - Broken Air Fitting | A2 CART LOAD G3D SLIDE RF ADVANCE SERVO MOVE ERROR,LOW - Less than weekly,2026-06-25T08:53:42.000Z,13,28033553,A2 MODULE B CAP/CARTRIDGE HOLD FEED 2/ DOOR LOCK LEFT ALARM WOULD NOT RESET/ D923770AA,CM,K323659,IC0150A2BKOBER2,PACK0002,REPOSITIONED SAFETY INTERLOCK SWITCH. ,OUT OF ADJUSTMENT. 
A2,C4F27 Cart Ld G2D Y Srvo,797,null,null,TIER 4 - Low / Monitor,13,4.4,0.3,8,2025-09-22 05:27:55,2026-07-03 09:57:30,12,K323503,IC0150A2BMODULEB,BUILDING,Building,"A2 EMPTY PUCK TABLE, WHEEL JAMS | A2 LIGHT GUID ALIGNMENT ADJUSTMENT | A2 MODULE B CARTRIDGE LOADING STATION 280/ LIFT SERVO ALARM/D934030A",LOW - Less than weekly,2026-07-03T09:58:02.000Z,5,28100880,"A2, LVC Checkweigher/ CONSECUTIVE FAILS/D934030A",CM,K372070,IC0150A2LVCCKWAY,PACK0004,:,:
A2,C10F121 Sens Rail 1 Srvo Move Err,836,null,null,TIER 4 - Low / Monitor,12,4.4,0.4,12,2025-08-20 02:52:25,2026-07-07 15:35:47,21,K323629,IC0150A2BPSADHESIVE,ASSY,Assembly Equipment,A2 - Cartoner - LVC No Reads | A2 - Main Machine - Cap Feeder #1 Faults | A2 BRACKET ON DSSA LOAD BROKEN,LOW - Less than weekly,2026-07-07T17:29:05.000Z,1,28126269,A2 - Main Machine - Cap Feeder #1 Faults,CM,K323503,IC0150A2BMODULEB,ASSY,Replaced solenoid valve that controls air flow for the rotation,Unknown
A1,C21F28  Flip Xfer DSSA Profile Gate Ok,500,[27536923] A5 labeler having false rejects for bottem edge tool (CM | IC0150A1CMODULEC | PACK0017),PRESCRIPTIVE,RESOLVED,4,4.3,1.1,4,2025-08-04 02:45:36,2026-04-05 12:08:25,10,K291175,IC0150A1EMODULEE,ASSY,Assembly Equipment,A1 - Cartoner - Open Flap | A1 APOLLO CASE PACKER MAIN MACHINE -- slight damage lower left carton when pushed into case D859817 | A1 CARTONER ADJUSTMENTS D847820A,LOW - Less than weekly,2026-04-05T13:25:38.000Z,94,27536923,A5 labeler having false rejects for bottem edge tool,CM,K291069,IC0150A1CMODULEC,PACK0017,null,null
A1,C19F48 Adh Apply Insert Glue Catcher,579,[27550310] A1 DSSA LOADER G2D NOT PICKING FROM FLIP D859817J (CM | IC0150A1AMODULEA | ASSY),PRESCRIPTIVE,RESOLVED,7,4.3,0.6,7,2025-07-22 03:47:48,2026-04-08 00:50:16,10,K291189,IC0150A1EFEEDER2,PACK,Packaging Equipment,A1 CAPS GETTING STUCK IN UPPER ROTATOR | A1 CARTON FORMING FAULTS/PUSHERS | A1 DSSA LOADER G2D NOT PICKING FROM FLIP D859817J,LOW - Less than weekly,2026-04-08T03:46:48.000Z,91,27550310,A1 DSSA LOADER G2D NOT PICKING FROM FLIP D859817J,CM,K291052,IC0150A1AMODULEA,ASSY,null,null
A2,C16F27 Cap Fdr 1 Trk 2 Blk Cyl Work Pos,754,null,null,TIER 4 - Low / Monitor,36,4.3,0.1,34,2025-07-10 13:46:59,2026-06-14 23:21:11,49,K323503,IC0150A2BMODULEB,ASSY,Assembly Equipment,A1 LIT FEEDER 2 PRESENCE AND RE-PHASING D822862M | A2 - Cartoner - Carton Critical Sensor Wouldn't Read | A2 - DSSA Loader - Wont Reset,LOW - Less than weekly,2026-06-15T02:40:57.000Z,23,27977827,A2 GLUE ON FIXED SIDE FLAP OF CARTON,CM,K323506,IC0150A2EMODULEE,PACK,ADJUST GLUE DOTS. ADJUST TOP FLAP CLOSING RAIL SETPOINT IC 53.0 TO 58.0. ADJUST HEIGHT OF GLUE HEAD 1 SETPOINT IE FROM 106.9 TO 105.5,:
A2,C24F26 Rjct4CapRjctPres2,7489,null,null,TIER 4 - Low / Monitor,2,4.3,2.1,2,2025-11-03 01:57:13,2026-03-13 06:54:42,1,K323612,IC0150A2BKOBER1,PACK0002,Cap Feeder,A2 CAP FEEDER 1 FIBER OPTIC REPAIR,LOW - Less than weekly,2026-03-13T05:04:58.000Z,117,27374800,A2 CAP FEEDER 1 FIBER OPTIC REPAIR,CM,K323612,IC0150A2BKOBER1,PACK0002,CUT CABLE AND RESEATED.,:
A5,SEV3 Over temp - remove OVERTEMP REJECTS and discard,2652,null,null,TIER 4 - Low / Monitor,9,4.3,0.5,8,2025-07-24 05:22:52,2026-06-07 19:31:47,17,K407174,IC0150A5ICAMERA,ASSY,Assembly Equipment,A5 - Labeler - Camera #2 High Rejects | A5 CAP FEEDER TRACK ALIGNMENT D835497D | A5 CARTONER MAIN MACHINE / MAIN OVERHEAD DOOR LIFT ASSIST SHOCK (D904595C),LOW - Less than weekly,2026-05-28T16:53:44.000Z,41,27835419,A5 CARTONER MAIN MACHINE / MAIN OVERHEAD DOOR LIFT ASSIST SHOCK (D904595C),CM,K407186,IC0150A5EMODULEE,PACK,REPLACED LIFT ASSIST SHOCK,WORN PART
A1,C10F19 Chass Motion Err,572,null,null,TIER 4 - Low / Monitor,6,4.2,0.7,6,2025-11-23 07:43:42,2026-06-19 15:49:01,10,K291057,IC0150A1B250LOADCAPCARTHO,ASSY,Assembly Equipment,A1 APOLLO PRINTER LABELER MAIN MACHINE -- crashes at trunnion entry (D869688A) | A1 CART LOAD UNSAFE FOR G3D | A1 DSSA G3D AUTO SEQUENCE FAIL D869688A,LOW - Less than weekly,2026-04-23T20:26:45.000Z,76,27623902,A5 LIT FEEDER 1 NOT FEEDING,CM,K291188,IC0150A1EFEEDER1,PACK,null,null
A2,C17F49 Cap Fdr 2 C6 Trk 2 Rot Unit Work Pos,7539,null,null,TIER 4 - Low / Monitor,4,4.2,1.0,4,2025-07-21 08:33:56,2026-05-26 18:09:49,1,K323591,IC0150A2B300FLIPDSSA,ASSY,Assembly Equipment,"A2, Flip/Transfer -- intermittent DSSA's falling over at place (D866736A)",LOW - Less than weekly,2025-09-08T07:54:01.000Z,303,26265392,"A2, Flip/Transfer -- intermittent DSSA's falling over at place (D866736A)",CM,K323591,IC0150A2B300FLIPDSSA,ASSY,  Slowed machine speed from 100% to 97%.,  Parts falling over.
A2,C7F31 DSSA Ld G2D Unsafe Pos For Z Adv,7596,null,null,TIER 4 - Low / Monitor,16,4.2,0.3,14,2025-07-20 04:19:39,2026-06-22 18:41:22,13,K323693,IC0150A2DROBOT,ASSY,Assembly Equipment,A2 - Main Machine - DSSA Buttons Found | A2 ACCUMMULATION TABLE JAMS D829576A | A2 CAP VERIFY FUALTS D829576A,LOW - Less than weekly,2026-06-22T18:56:34.000Z,16,28022172,A2 VACUUM FILTER CLOGGED,CM,K323679,IC0150A2CDPSVACUUM1,INST0009,REPLACE FILTERS IN FUME EXTRACTOR,:
A5,C03 F067 Cart Lift Pin Rght Frnt Not Adv (Chass D8) A064701-505N,1332,[27905890] A5 LABELER REJECTS D891925D (CM | IC0150A5CELECTRICAL1 | ELEC),PRESCRIPTIVE,RESOLVED,3,4.2,1.4,1,2026-06-03 00:15:32,2026-06-03 00:26:58,4,K407166,IC0150A5B280CARTLOAD,PACK,Packaging Equipment,A5 CART LOAD RIGHT FRONT SLIDE ALARM D891925D | A5 LABELER REJECTS D891925D | A5 LIT FEEDER 1 NOT PULLING LIT D891925D,LOW - Less than weekly,2026-06-03T02:14:45.000Z,35,27905890,A5 LABELER REJECTS D891925D,CM,K407150,IC0150A5CELECTRICAL1,ELEC,"OPERATIONS CHANGED LABEL ROLL, CLEANED LABELER ROLLERS, REGISTRATION SENSOR AND TRUNNION ROLLERS",UNKNOWN
A5,"SEV4 fault case clamping top not in end position (200-B2, 200-B4)",2835,"[27034257] A5 MAIN MACHINE, DROPPING CARTRIDGES (CM | IC0150A5BMODULEB | ASSY)",PRESCRIPTIVE,RESOLVED,2,4.2,2.1,1,2026-01-23 02:43:57,2026-01-23 14:53:17,4,K407156,IC0150A5CMODULEC,PACK,Packaging Equipment,A5 BROKEN CELL DIVIDERS ON PRODUCT CHAIN D778463N | A5 Camera 2 high ejects D778463N | A5 LIT FEEDER 1 ADJUSTMENT,LOW - Less than weekly,2026-01-23T16:29:26.000Z,166,27034257,"A5 MAIN MACHINE, DROPPING CARTRIDGES",CM,K407081,IC0150A5BMODULEB,ASSY,REPLACED GRIPPER 11 ON THE G2D. CLEANED ALL GRIPPERS IN THE 2D AND 3D, 
A2,C18F27 Verfiy Cap Seat Part Sens Fail 4,832,null,null,TIER 4 - Low / Monitor,4,4.1,1.0,3,2025-10-06 10:16:51,2026-07-01 01:53:34,4,K323589,IC0150A2B280LOADCART,PACK,Packaging Equipment,A2 CARTONER REJECTION SENSOR D960298J | A2 CELL 14 REJECTS | A2 LVC bottem belt not moving,LOW - Less than weekly,2026-07-01T03:58:48.000Z,7,28049065,A2 CELL 14 REJECTS,CM,K323589,IC0150A2B280LOADCART,ASSY,POWER CYCLE THE DSSA CAMERA,UNKNOWN
